,Gal,nsa_mstar,nsa_sersic_n,rat_vel_sigma,pa_w,pa_w_sigma,paph,paph_e,pakn,pakn_e,pamod,pamod_e,bar_pa,bar_pa_e,inc_w,inc_w_ep,inc_w_em,vc_flat,vc_flat_err,bar_dep,bar_dep_e,bar_med,bar_upp,bar_low,om_med,om_upp,om_low,cr_med,cr_upp,cr_low,R_med,R_upp,R_low
48,9890-12702,11.1602394254599,5.9673,0.367818131041851,139.2500057683821,0.7070891041799029,139.36537341017134,4.3067597965239885,139.0,0.5,139.5,0.23,121.607455,1.790104999999997,42.16345129918278,42.868075722744976,41.449124634896414,240.64206829587403,0.9368574781001088,5.27596998,1.22429063,7.69151564319613,9.197073753680815,6.344493674218231,26.990993318134603,28.7835316627193,25.022890931888803,8.463633755477844,9.282042013306503,7.756990502022258,1.1042009651870806,1.3492323786763123,0.8956501819618886
49,8091-12701,10.766931222555598,3.25825,0.365175292338291,162.07875760231028,0.8485069250158834,137.2308038079088,18.91628365905877,162.0,1.1666666666666667,162.16,0.82,110.982815,0.3520649999999961,37.60442252566615,41.811304811201175,32.95051820062917,224.71225272094284,11.86703232472581,8.246523360000001,0.8658851099999998,11.705095472470877,12.951301743011513,10.551745501416052,11.810999079600624,13.470581462231946,10.30517058606362,18.3884437494192,21.27216398831795,15.995820281450069,1.5751433740952656,1.8815136781194184,1.3191507008051997
50,9894-12702,10.7000644831791,1.78401,0.454755708390296,6.926097980608711,1.1419137045027654,8.926444327394126,1.6303290669751982,5.0,0.1666666666666666,1.77,1.5,142.343345,3.122915000000006,43.94811954534512,54.154897602343,31.312985489953768,421.67980391676366,35.36347602459036,3.21856258,0.33794856000000006,4.705011690214917,5.680478699097126,4.028282739238058,39.5699068437462,50.28000113803928,33.32923388761215,10.194602311742694,12.387437270847846,8.202437925818247,2.134592429906308,2.7460970813291388,1.5916764524314198
51,11977-1902,10.6908645829572,2.2519586,0.3211838000340499,77.94131258255572,1.2477041515947818,115.19412273579,2.3183921574860453,78.0,1.3333333333333333,77.5,3.54,51.583614999999995,4.456244999999999,52.56455457462578,60.15281017458949,44.10662221196646,333.96414324957806,9.152356223912676,4.38894802,0.7263714200000004,5.601086946909041,6.854551851500468,4.661172929987241,29.83975354962049,35.6515430117861,23.936183691221856,8.695881554319097,10.437462421797129,7.338165423497887,1.5478136022768318,2.0175120429968976,1.171241191264946
52,10213-12705,10.6716522028797,2.52368,0.298948607145555,152.16714708248458,2.176900970041263,149.01493426733524,3.1639025967353334,155.0,0.3333333333333333,164.42,1.41,14.111104999999998,1.3563049999999999,40.56036322976006,44.762904171189184,35.961102121907246,281.74179761478075,4.285531067943084,7.49683918,0.37484209000000046,5.779996272173655,6.1551652725842585,5.42692039072247,24.07264277898404,28.45409217808988,19.66598384594604,10.587497154244517,12.202115924813937,9.32117164710019,1.8304497023965869,2.144944531726696,1.5836372223979591
53,9484-12703,10.6545028816115,2.29025,0.27319208346022,117.9996577537928,1.6998300254957508,120.95685343544804,2.863381236741074,118.0,0.8333333333333334,111.62,2.3,101.48552000000001,5.944269999999996,27.389460282553863,29.350147551347195,25.28968951900864,277.3535573589507,5.785968517041093,9.4674355,0.4733711199999995,6.404658762538892,6.699501697584312,6.102767033552875,32.605140585028025,38.060792436391,26.929737679660438,5.38233423441115,7.850167988715621,3.250072570682996,0.8434854051587702,1.2271191788777271,0.5063270452245359
54,10510-6101,10.6544857019014,6.0,0.404482049740106,36.134162912488776,2.351442173219412,40.398002132595046,3.3516533258070207,32.0,0.3333333333333333,43.47,2.05,73.11554000000001,3.4048599999999922,43.21540470353237,51.02876496362691,34.04082164349629,314.3940148902878,6.3561467704816925,3.75913146,1.4501988199999998,4.859979662812561,6.538080851391153,3.5844334015551067,42.3032859051889,54.23689155160983,33.165989699918754,7.0396511101898325,9.052053414048777,5.365062142710088,1.4357868081727458,2.13600146415106,0.9542199200169884
55,11017-12704,10.5573569222231,2.3095872,0.337092162298527,66.5943272613013,1.4141782083598056,69.18808695532873,0.7531156050936366,64.0,0.5,72.27,0.44,88.70683,6.0515100000000075,47.21176452152286,54.43687058164389,39.01495639849624,198.90278174220825,1.0438985150507192,6.19573408,1.0253946400000005,3.679108406987562,4.310744073243598,3.1490912041030663,44.74814859562601,55.93539084680779,34.63542937694347,3.8134006807643215,5.216470479013243,2.75292093141299,1.0377955413803304,1.4452450174609803,0.7149409014522128
56,8088-3701,10.5266709401959,6.0,0.283431748382535,44.00143611449068,1.999800029995001,64.85401713575784,4.710201563066102,44.0,2.0,37.51,2.41,169.84017,3.09178,30.32277304708032,36.012808039826346,23.436084609740263,244.69760309385543,3.036273708915678,3.96526782,0.6562523599999999,4.152471664409021,4.799855121552555,3.5704373535549188,31.392657701660603,44.75613554841359,20.705517589252047,7.861180529793879,10.496212287122589,5.925587408518765,1.891669033786224,2.6215849653726138,1.3791824573608908
57,12487-9101,10.5121673855976,1.6012057,0.4261722801725349,178.98435822798976,1.2710851371525629,178.43941984303527,2.1389475952275347,179.0,0.6666666666666683,179.65,2.4,155.469855,0.8303650000000005,51.22405734111879,53.03136365007156,49.3697272047717,155.2105051145359,2.354763614477723,3.3648607600000005,0.7808163299999997,3.9928430426333854,4.808476295735999,3.3004123041206936,40.914064753683526,43.57537002164844,37.98756068281829,3.3593190072734664,3.9185435856444766,2.757728930541015,0.8327116587003689,1.070033500026723,0.6321904883859057
58,9867-12704,10.4944024876694,2.1264,0.4222815387258629,90.05746061328028,1.6466267287152538,92.22183624190016,2.3585882044393336,88.0,0.1666666666666666,82.83,0.9,56.17949,2.659950000000002,50.97889678133576,53.99283099889888,47.83045706365478,202.5470336842726,1.8392465071047408,3.49733058,0.5788077800000009,2.88908158715216,3.340309406802422,2.480955177256532,43.49311405680379,49.881015944179495,37.58364943743028,3.4204794821273543,4.982400853599104,1.8362130266574388,1.172837762725602,1.7575049157035785,0.625723985511245
59,12490-3703,10.4885920565184,5.1897736,0.1788952523883289,-2.9179858100303173,2.828356416719612,-8.833592418641635,3.750836946988842,3.0,4.000000000000001,-26.71,1.98,103.761955,3.0022749999999974,21.173900258687887,23.06117935255624,19.11035577117857,247.8500419622916,14.517299179429116,5.63248648,1.3070184400000007,5.089052297047936,6.142640498785421,4.211303132523495,20.93573311299514,30.325543823637343,14.313746422253976,9.210251206768042,12.600024367369988,6.261966127565462,1.8016300145064983,2.5790525513597164,1.157781115478567
60,10518-9102,10.476057405941802,4.02629,0.270474131744508,86.99772907249356,0.9999000149975004,74.06618308041541,7.7366965253857956,87.0,0.8333333333333334,77.22,3.99,73.46067500000001,0.506805000000007,41.79040250308454,44.396447898464736,39.04429343688036,197.9160511432968,9.0548578990863,8.1522741,0.40761436000000106,5.013670762844735,5.255377384528144,4.774095700849089,28.080898566318574,30.62330478922521,25.50767055212876,6.051968939058933,6.7215243172228325,5.341286080663838,1.2047518977732452,1.353978510067457,1.0550555318665775
61,11963-9102,10.4201046389421,1.242795,0.507562852426567,65.29087553599622,0.9393509307878364,71.48820896003011,0.8834927868976413,65.0,0.5,67.47,2.74,115.639825,0.7608350000000073,43.44454878787879,46.4695565249789,40.24041474147556,223.0710330367361,2.0955304769274794,5.841690860000001,0.96680096,5.1454015313048655,5.938792914716252,4.4461281084198205,36.76958243946786,40.13245332832968,33.61316643640426,5.795996562963571,6.41911636585367,5.150421992401753,1.1223215257775336,1.3343731327755832,0.9313994639378608
62,8561-3704,10.3978021428776,6.0,0.143070846805293,169.18692578078526,1.4141782083598056,169.37370125414856,0.0134197602924454,169.0,2.0,170.69,3.74,156.53015,3.298550000000006,39.515015801247046,41.47803540680099,37.46679288081006,234.3166361893112,23.28362605020317,5.63913604,1.3085616199999999,5.709850916411617,6.833074246148916,4.693990553970589,27.002402528537164,30.592578572090645,22.203665545690303,4.857567654692501,7.498944501940612,2.6507372884726776,0.8473005888300978,1.3720363020692588,0.4513280523627004
63,12700-6102,10.3694498050487,1.4690193,0.423113510736327,169.32332734243704,3.3260754800899397,169.3258915687518,3.3264134162041805,160.0,1.8333333333333333,153.41,2.28,131.28276,3.00197,36.57717852228977,45.64123101616713,24.911325054109817,333.7079403956702,9.465949724871246,3.8944597,0.40891911999999997,4.101284078919036,4.649065145987144,3.652538036495149,39.38660097667499,53.78387122219971,28.23956589719448,8.333208167327436,10.785023937472127,6.393634114636464,2.020934958311377,2.685420325866032,1.5063706166113964
64,10520-6101,10.3606214291067,2.24589,0.228522055035228,177.297084320524,2.8867513459481287,166.4712529615719,4.954484279673748,179.0,2.6666666666666647,186.42,3.04,58.984125,3.370395000000002,23.46259103307475,26.31338972613332,20.239029610645566,217.4349037036813,14.51296431626149,5.63248648,0.9321763500000002,3.7764198714585,4.357096001323563,3.279363249301384,42.59003966844076,52.754601178580806,35.22266084578679,4.059429395621152,5.577584901125543,2.4427247652730064,1.0635588164828145,1.5251283129144926,0.6282615295605349
65,12084-3702,10.319927552220198,1.2563434,0.4998142125724579,48.45042475705762,1.883344529683873,21.21574859563604,12.71437665625386,49.0,2.1666666666666665,46.76,3.81,108.666135,4.562044999999998,26.186647941115627,28.410847887364486,23.770977887412528,244.0677029324809,3.0356660676681484,4.52194708,0.47480557,3.0314600875508955,3.3248093777955647,2.757126246736453,27.75803485137897,39.712118265983975,16.37241320265003,7.476700523367468,10.333453138532256,5.499245468537175,2.4694524061746423,3.4514070663720995,1.7788434636212986
66,8146-9102,10.6280573699897,2.13027,0.367625822226896,16.999520486571512,0.9999000149975004,14.923906688274412,3.4777421588454205,17.0,0.5,14.28,6.49,157.44002999999998,4.208849999999998,54.41972189670218,57.12372469053436,51.62108225068231,209.5195295422237,2.434777826182479,3.8944597,0.6445344100000001,6.166852446764081,7.144511096791063,5.28484511246147,23.073881890214658,24.856755712011783,21.337984084654,8.717573392075646,9.20239215793837,8.293105509930276,1.4144399520715918,1.6598409445047355,1.2015824583607877
67,7958-3702,10.6778609919244,1.9553,0.381078335774267,144.9091552673921,0.9559391521558468,143.94937485738282,3.258040886647728,145.0,0.6666666666666666,140.65,0.07,68.18037000000001,4.160270000000004,50.049199794781806,52.595540662501925,47.404241494076274,246.7657543486148,1.7253871273660455,2.347773354,0.24651619299999994,2.8334232803770187,3.14185527551306,2.534713760184161,74.26517361251757,85.48936628717502,62.42069121367771,3.3203723285186952,3.927099965197705,2.8272041989822574,1.1741569140114416,1.43638654583073,0.9669570869456856
68,8319-12704,10.6967987130945,1.01127,0.400072812215114,109.20497670203572,0.9999000149975004,109.2033036973761,0.6895308330257756,117.0,0.5,118.14,0.46,145.96719000000002,1.882639999999995,42.83495509961055,44.410888125274006,41.21080138621086,176.8972387247403,1.2087167786052555,6.8153090600000015,0.7156071499999999,4.757630193254421,5.235961728382909,4.3172909944538285,30.899534011724786,33.36053406003289,28.642559656307675,5.7411679527043376,6.0966910063641775,5.361172611445781,1.2036353900135728,1.3477583748350863,1.0677133921641893
69,8312-12702,10.6196488241739,1.13261,0.3880640331243979,92.4676497923082,1.3594367729202237,90.0156570199528,3.217170149473247,93.0,0.6666666666666666,99.29,1.02,123.592115,2.5238649999999936,38.907085339810095,43.135895883888814,34.2492707054268,230.213939781636,1.1034173005360493,6.8153090600000015,1.5814922599999996,5.0003493794359,6.02223759591831,4.137076829253996,29.192293724929023,33.26565133738275,25.86114957725369,7.485384321972872,8.292154316642193,6.676430917304447,1.4941700139547516,1.8429957410800704,1.1911975586441297
70,7958-6101,10.4698497591002,2.33443,0.278174695114297,153.91103439403616,0.692820323027551,154.9831031821085,0.1248529321117634,152.0,0.8333333333333334,154.75,0.83,158.600385,0.8846450000000061,40.67526944501076,41.79946207234807,39.52479876953896,182.27644389768184,1.0888896781704798,5.18352852,0.25917564000000004,2.5990158218189663,2.720792078004754,2.4786147666266896,47.93892956399343,61.02587738905114,31.428035206874824,3.5050644477233908,5.006266851505127,2.5924822758106867,1.3506630448517645,1.9222463421298608,0.9918011351236968
71,8241-6102,10.6346789120162,1.10317,0.3162239210466189,117.0067337101557,1.4996626138635516,142.3910681122056,18.15657476974837,117.0,1.5,121.55,1.69,174.2777339,5.275243900000007,20.962419229857712,22.664471687841655,19.116724596981264,297.6272577465557,2.252587139879365,3.98995346,0.1994972799999999,3.2906889929955416,3.4442051835826515,3.136192131594868,45.1791483956136,55.23229633976901,36.64425728617394,5.860420046366606,7.200175442236099,4.570491051534479,1.779842002143956,2.201681675298623,1.380431150246979
72,8312-12705,10.5179496665386,3.35601,0.20337809275392,92.4385673371109,5.572613762822094,82.61884924594989,26.211904228269983,105.0,2.5,92.43,5.59,130.837395,6.490124999999999,36.72909749380065,42.30926377177804,30.29701811208261,108.1781938400662,11.910027296861044,7.41115994,1.7197588299999995,5.41330649145761,6.525366297652988,4.439107975441544,14.736857969478557,21.052289196627267,9.617661089707934,5.629869199227352,10.395385670919069,2.8388587936335803,1.04197482006201,1.9686398116856911,0.5056729365585897
73,8085-3704,10.6679723359839,3.29727,0.335413976186422,104.00162955622496,2.999700044992501,106.9988213621375,0.0973321767405855,104.0,3.0,117.3,6.09,108.14202,3.0114400000000003,31.78594844909566,38.802745728189336,22.966101253867155,196.42082645988688,12.633758787986643,5.12044154,1.1881988200000002,3.9698213732084016,4.752251468957669,3.2854203466327148,34.77630717798304,45.607956196477566,26.736064266793647,4.530650100512078,6.365306037962553,3.095273765826556,1.1390182555210124,1.680413862978985,0.7448942340733002
74,10001-6102,10.6513668496221,2.35371,0.4322208938559461,55.19763360876206,1.0798920161973005,55.1965341354838,0.8162835760972137,59.0,0.5,62.39,0.74,72.876635,2.529395000000001,55.30511873692933,62.31066952976267,47.6440087849793,296.88081361033323,27.390276281258057,6.8153090600000015,1.5814922599999996,4.308905667693953,5.316013963674778,3.4929514419608565,38.72415310356351,45.15019865852668,31.75615047190532,8.391715483371716,12.26037039295367,4.89840807384109,1.9219041326956137,2.964207341981488,1.07285170539039
75,7495-12704,10.7681921398517,1.34532,0.446370357204959,172.8197556905117,1.0606336562698542,167.9335659246646,0.0204264542476154,174.0,0.5,171.64,0.44,147.76162,3.473269999999985,55.38617803332949,57.90647228791234,52.78686382132893,223.0844770524241,1.177771889151256,5.12044154,1.97536734,3.887628634740852,5.162447482925399,2.9292864141926964,26.86357374172805,31.012730199927827,21.84301589873016,7.603069921644207,9.712469172389852,6.254298731659551,1.9843482556624308,2.83708009303021,1.371819606480443
76,8320-6101,10.3697920337152,1.76601,0.386531355322216,4.0967001786857375,0.9741287924785904,5.885854334271714,4.314436873143992,4.0,0.6666666666666666,9.93,2.27,60.24381,6.9519400000000005,47.35277791276395,49.31263797456927,45.329094590682345,203.221645043754,12.175416107125828,4.24850292,0.7031280900000008,3.270760259557488,3.762369734549426,2.8293755562004663,54.08091154522098,63.88523214116547,43.55567712239807,3.054524341409945,4.030513281156601,2.1725932926819578,0.9320960786032452,1.2758648972519582,0.6400089147357079
77,8341-12704,10.7331652553471,1.4218,0.2567335341730969,55.53646291098632,1.9157855590926909,54.06966265463973,2.5731131539216165,63.0,1.6666666666666667,57.36,2.87,80.92924500000001,1.1875949999999946,25.18139519791439,28.46722729360967,21.43376575263606,116.6615110622999,1.3553179915727145,7.49683918,0.37484209000000046,4.905470941700936,5.143903106552543,4.669885024394888,18.45125832050533,23.07538292553209,14.381923455501816,5.449679547182116,7.279286844022744,3.80465788520326,1.1131145409035026,1.493086961763901,0.7715090422118277
78,8450-9102,10.4285852533565,1.85329,0.4215327605851079,14.704984693314588,1.1035690285100228,16.716973789146635,1.934946555239756,15.0,0.5,12.47,1.19,-6.6245955,4.4167845,48.58221528804531,49.954668450518426,47.18011994414479,199.0143299316653,2.158558862138676,3.8944597,0.40891911999999997,4.568661683999284,5.013650284444231,4.1348046556931095,29.4824631257142,31.19602730041269,27.607166040255443,6.556998385494897,6.9840721185150665,6.127826010052027,1.4330713352565727,1.6081729266953526,1.2702203722454557
79,8453-12701,10.386242909404,1.13094,0.4102737912318719,108.9974203357414,1.33309635948745,99.6142292168136,2.7173324281450184,109.0,1.3333333333333333,103.87,0.95,45.599720000000005,2.812450000000002,41.611696213499066,43.87823011772648,39.239320373465695,149.51773858220136,3.996087049039446,5.63248648,0.2816238000000002,3.798973879823788,4.016842426078553,3.5885345581394814,23.44769175083167,27.98200870594769,18.090986704889147,4.770939605375929,6.765728774807832,3.232212989488932,1.2510566438675734,1.78487783292445,0.8526980342530872
80,8486-6101,10.7568184837962,1.48307,0.518309070300019,114.88920892457358,1.1430566815703131,110.61398429741458,2.332525554266156,115.0,1.1666666666666667,112.24,5.72,77.62912,3.0348100000000073,40.357857123436645,43.16115923769577,37.38278130996402,192.6716517001966,3.8565220627746486,2.92596622,0.8931658600000001,4.223521499383458,5.29946233746457,3.317845382966941,27.46177643949285,30.42801640612753,24.535495448156738,6.807497017649451,7.582365205327222,6.075126171160588,1.613234224006033,2.079120790418847,1.2335455794364671
81,8597-12703,10.765770063873802,2.33203,0.285742443106201,170.36420210101429,1.923816399842816,169.29502384709292,4.5657842948439535,174.0,1.0,167.19,1.48,137.27143,1.5811099999999954,42.63932046837286,43.69305693699974,41.564101488260384,228.21679139712745,0.9118244351203046,8.246523360000001,0.8658851099999998,5.073981175845842,5.5689605969250415,4.606031499447627,28.415127778709184,33.883705379470605,21.63294030340009,7.382902448816599,9.234713041497583,6.182215416657991,1.463552319943405,1.8566518754902264,1.1892895247943
82,8602-3701,10.3156010231528,2.36801,0.3190390539777349,153.12770288483438,0.7070891041799028,153.25523253995726,0.7703159033120983,153.0,1.0,154.86,2.32,186.3481655,3.5951215000000047,50.00628446344494,51.65092393932574,48.32103708929954,175.38688670644515,3.093109361449645,4.0006745000000015,0.42006983999999914,3.248274149240081,3.5762711269903464,2.943125025816598,26.92137865354477,29.85250068679741,23.39105326991691,5.7768488452986375,6.511039729424857,5.190166631955765,1.7865588160452908,2.0894671279659085,1.5353380267268173
83,8615-3701,10.7945913343395,2.88648,0.287799061776033,106.72470852704096,1.6612144801052475,90.45550664483912,6.823854315547861,106.0,1.8333333333333333,110.08,3.93,72.24605,3.424500000000002,33.76637189497564,38.35991229636236,28.538798651652737,137.91628867950894,3.4699091825497623,2.5390613880000004,0.9795205359999999,3.629076421835187,4.7892316571779725,2.7569912309397315,29.72887994076354,35.182882454822845,25.453761429666525,3.65513224537712,4.55557912642408,2.7453543085680145,0.9903448773871,1.4129336795195928,0.6579719002018835
84,8616-6104,10.6614429548512,0.794231,0.4957427677162229,32.043987195516955,0.7312011799147735,33.2439794817148,1.0719496461452802,31.0,0.5,28.81,2.29,-0.6221689999999995,6.397046,61.6045345640419,66.14490136271722,56.8601690052709,251.7104091197244,6.6592773029705725,3.8944597,0.40891911999999997,6.969392200298795,8.220498955062562,5.969258504755455,24.10556416077497,27.467431667125357,20.002172117417917,9.81117172511794,11.681471464770286,8.352337928189112,1.4137507073508269,1.7823725321538828,1.1155082267722225
85,8624-9102,10.607868570720802,2.9801,0.3834676427320589,141.99823262059377,1.33309635948745,136.98495608096266,1.3974214786134067,142.0,1.3333333333333333,137.07,1.9,132.38557500000002,1.8982250000000107,46.55427536031346,48.59384324794522,44.44345733039914,198.3738919311319,3.4750788427168624,8.91566874,0.9361456500000012,5.401589207549122,5.918996876993649,4.905982689223501,25.31233905779529,30.441094282688677,18.508396171234267,7.066870983246185,8.854958608325017,5.967009987292327,1.3179515044241872,1.6804288548089832,1.0772814924674494
86,8713-9102,10.6460821399338,6.0,0.408558583186493,151.54614831112968,1.0606336562698542,174.51237090475158,3.2947804920585284,152.0,0.8333333333333334,151.09,1.39,187.67673050000002,3.070929499999991,34.57264175380319,38.78524140869104,29.85183537037997,131.94725186920272,26.24661676378745,6.8153090600000015,0.7156071499999999,5.267601683056098,5.806342653185903,4.76351114856593,21.10053300142816,25.13056301470601,17.789228111202267,5.313678155835248,6.931075527612964,3.968326731945489,1.0046021281813142,1.341563527636059,0.7402412457639223
87,8718-12701,10.6883089395368,1.72262,0.368653854538025,72.14373121999107,2.4197539873799623,99.98548024714565,8.173773169900473,81.0,1.5,72.14,2.42,88.1919,0.7597900000000024,36.95759560959453,38.81781617035677,35.01335774549067,132.28946642604473,3.26915945390578,7.49683918,0.7871685199999998,8.162123069460778,8.958252301780345,7.422963129113247,9.981268225587556,11.570266495055938,7.783276137617192,12.266021700021234,15.91504521980332,10.23651805815595,1.5162628010569106,1.984899757128007,1.2270515438661391
88,8978-3701,10.4389017178279,3.24461,0.2609765978407519,19.6275316854738,1.4352970566154009,21.186635944799768,2.6787111852611414,19.0,0.8333333333333334,15.5,6.61,126.00380000000001,0.5436600000000098,46.35912724687814,51.47110227793439,40.76775586395089,245.1063443451601,47.67663913000679,5.63248648,0.2816238000000002,4.784510475348041,5.309386298062488,4.320811203304545,32.6397395174903,45.594218357822974,21.44947758798316,5.844941898826366,8.194294496481824,3.9684457552939087,1.2134126516066248,1.7412694605202608,0.8096918678155404
89,8978-9101,10.745632874247802,2.17786,0.293424832776665,93.58082460939902,0.7070891041799029,110.07301258954958,1.1434707228273964,93.0,0.6666666666666666,94.16,0.69,251.490405,0.8494450000000029,35.14624902456129,37.83359621613694,32.26639163282386,202.0722520974664,2.32764684235491,5.80274718,0.6092888600000008,3.842455721712009,4.223473037263704,3.4934076827701213,26.57642919617089,30.209108830170923,22.54138383036054,6.4412886672094025,7.620576463367191,5.4992540371425305,1.67806285982652,2.03907379792543,1.3862381707946263
90,8983-12701,10.5248403075695,2.06458,0.439851896702681,70.38181249523741,0.7937734896048433,69.96620261871222,2.132977988823411,70.0,0.5,71.67,1.65,125.127355,8.659915000000005,51.64605167617332,55.793443727897895,47.245583172352845,245.61823258960536,7.405449935581642,3.8470639,0.6366888199999998,3.09273235938444,3.643457888404382,2.6078576332807524,46.60300443544536,55.57345555858046,37.39740210512408,4.811083243156854,5.824311807893355,3.804227185116809,1.5478883667546612,1.9964913839913248,1.164882151435604
91,8983-3703,10.7681921398517,1.34532,0.355810496440981,174.91300048010888,0.5773502691896257,174.99900144032662,0.0630120453321587,174.0,0.5,175.74,0.36,147.339985,3.5309850000000007,57.87814816256918,61.21810748985074,54.41102240542921,205.1020548283352,2.6630642095942454,4.92094164,1.89840484,4.073448937290342,5.405691749233898,3.011879274682161,29.186020454894447,34.1116031162092,22.61512117658385,6.914316833991276,8.892509686841949,5.441441081353469,1.7122823760456312,2.5328644318362152,1.1684558210004536
92,8984-12704,10.4407760872757,2.6055,0.196123095352473,113.99930990479253,1.6998300254957508,125.5976677343278,10.114657226084052,114.0,0.8333333333333334,95.5,2.3,73.67263,0.8159000000000063,35.089887778708714,41.11641890610285,27.97804844944391,255.2584219662964,5.037560447382488,9.29406748,0.9758766400000001,5.820696505532414,6.436743547547276,5.238687431792872,21.343637549062752,26.51703157394756,17.33795841877923,11.378227336003825,13.248656011841929,9.781732415352456,1.9594569222099063,2.3540110282113926,1.6222356555577828
93,8989-3703,10.617831104424,4.15308,0.3550349598836629,36.13479383450172,0.9192158354338738,32.011483869076194,4.244343226771088,35.0,0.6666666666666666,37.27,1.04,47.250825,0.5089550000000003,46.26069289681603,47.48684040790393,45.00889981635034,363.1876856784132,20.40464195624451,8.246523360000001,1.3647999199999985,4.687905649495004,5.370641432622729,4.062839422353745,46.29230889271019,51.01880458551307,40.85045304645432,4.837236952959465,6.303013857596289,3.604664328835215,1.034848958650047,1.3942831716709507,0.7335891520095712
94,9028-12704,10.6827820654609,1.4791299999999998,0.428412522309998,55.63217633125274,0.8660254037844386,56.25652899375821,1.3805284371770998,57.0,0.3333333333333333,53.64,0.7,1.23841585,0.34458315000000006,49.297980199592416,51.21369392123767,47.32548381779748,239.88283332019128,0.927817085362419,4.654946140000002,0.2327476999999991,4.646029935920558,4.911564065641807,4.387330101032225,35.74139082995298,45.8943775258638,26.02573692879475,6.463897834433896,8.795937543049229,4.88681834926305,1.389131962735723,1.9111055053610104,1.0467338932681374
95,9490-6102,10.424733921605,2.19274,0.459029183917123,165.43122278862913,0.9999000149975004,165.43233403318686,0.5449482813274871,161.0,0.6666666666666666,158.75,5.33,149.473085,3.0342550000000017,58.28380332851214,62.35715999209612,54.02262336113104,212.0828985426229,4.234783908566399,7.9826343400000015,1.3211271399999993,5.785080085362424,6.867331345823683,4.896366234427156,27.90135904911668,32.794339754228204,21.367158750101265,6.709911161893357,8.91369232000522,5.378876194347532,1.1672102575687189,1.625440000771113,0.8741720337729416
96,9492-6101,10.4008696267298,2.6788,0.248334654804404,6.0031355958363735,1.4996626138635516,24.86225268666708,3.47534613046135,6.0,1.5,1.08,0.92,158.406455,1.921715000000006,35.51954692352878,40.626199960368936,29.67344250138611,138.58094701321713,4.373892372555893,4.567142080000001,0.7558621399999996,2.9422786638455563,3.381663279406552,2.542631674037158,24.91067356306578,30.090690513529765,20.524921647174725,3.678163260282025,5.227672474553074,2.2314992920819314,1.241581189860324,1.823062932468521,0.7430476199301973
